age_years,best_deal_platform,best_price,condition_score,fuel_type,kms_reading,location,make,model,price_cardekho,price_cartrade,price_carwale,price_olx,price_per_km,price_sahivalue,price_spinny,scraped_at,source_platforms,transmission,variant,vehicle_id,year
6,olx,298495,0.5,CNG,86253,"Kolkata, West Bengal",Chevrolet,Unknown,,,,298495,3.46,,,2025-07-02T11:51:40.846794,olx,Automatic,Base,olx_000228,2018
0,carwale,834792,1.0,Electric,0,"Hyderabad, Telangana",Nissan,Unknown,,,834792,,834792.0,,,2025-07-02T11:51:40.846794,carwale,Manual,ZX,carwale_000229,2024
8,cartrade,239109,0.46,Electric,98829,"Kolkata, West Bengal",Chevrolet,Unknown,,239109,,,2.42,,,2025-07-02T11:51:40.846794,cartrade,Automatic,ZX,cartrade_000230,2016
9,cardekho,253031,0.3,Hybrid,173670,"Bangalore, Karnataka",Toyota,Fortuner,253031,,,,1.46,,,2025-07-02T11:51:40.846794,cardekho,Automatic,EX,cardekho_000231,2015
2,olx,574678,0.61,Hybrid,35142,"Kanpur, Uttar Pradesh",Skoda,Unknown,,,,574678,16.35,,,2025-07-02T11:51:40.846794,olx,CVT,ZX,olx_000232,2022
5,cartrade,245252,0.63,Diesel,48507,"Thane, Maharashtra",Maruti Suzuki,Ciaz,,245252,,,5.06,,,2025-07-02T11:51:40.846794,cartrade,Manual,Top,cartrade_000233,2019
4,carwale,334171,0.67,Diesel,37303,"Jaipur, Rajasthan",Maruti Suzuki,Ciaz,,,334171,,8.96,,,2025-07-02T11:51:40.846794,carwale,Manual,LX,carwale_000234,2020
7,olx,263709,0.5,Petrol,85931,"Mumbai, Maharashtra",Kia,Unknown,,,,263709,3.07,,,2025-07-02T11:51:40.846794,olx,CVT,ZX,olx_000235,2017
2,olx,547240,0.62,Petrol,33439,"Kolkata, West Bengal",Tata,Safari,,,,547240,16.37,,,2025-07-02T11:51:40.846794,olx,CVT,Top,olx_000236,2022
6,sahivalue,283836,0.59,CNG,57947,"Bhopal, Madhya Pradesh",Ford,Unknown,,,,,4.9,283836,,2025-07-02T11:51:40.846794,sahivalue,Automatic,Mid,sahivalue_000237,2018
6,carwale,277975,0.5,Hybrid,87079,"Chennai, Tamil Nadu",Chevrolet,Unknown,,,277975,,3.19,,,2025-07-02T11:51:40.846794,carwale,Automatic,Top,carwale_000238,2018
6,cardekho,280636,0.57,Hybrid,63824,"Visakhapatnam, Andhra Pradesh",Skoda,Unknown,280636,,,,4.4,,,2025-07-02T11:51:40.846794,cardekho,AMT,Mid,cardekho_000239,2018
5,olx,361837,0.52,Diesel,78454,"Bhopal, Madhya Pradesh",Skoda,Unknown,,,,361837,4.61,,,2025-07-02T11:51:40.846794,olx,Manual,ZX,olx_000240,2019
1,cardekho,1014857,0.83,Diesel,7510,"Lucknow, Uttar Pradesh",Toyota,Yaris,1014857,,,,135.13,,,2025-07-02T11:51:40.846794,cardekho,CVT,EX,cardekho_000241,2023
5,cardekho,299229,0.46,Hybrid,96390,"Pune, Maharashtra",Tata,Tigor,299229,,,,3.1,,,2025-07-02T11:51:40.846794,cardekho,CVT,EX,cardekho_000242,2019
1,cardekho,641796,0.7,Diesel,14352,"Ahmedabad, Gujarat",Renault,Unknown,641796,,,,44.72,,,2025-07-02T11:51:40.846794,cardekho,AMT,Mid,cardekho_000243,2023
7,cartrade,740276,0.54,Electric,69400,"Kanpur, Uttar Pradesh",BMW,3 Series,,740276,,,10.67,,,2025-07-02T11:51:40.846794,cartrade,AMT,LX,cartrade_000244,2017
9,cardekho,198805,0.4,Electric,123155,"Ahmedabad, Gujarat",Kia,Unknown,198805,,,,1.61,,,2025-07-02T11:51:40.846794,cardekho,CVT,EX,cardekho_000245,2015
6,olx,327521,0.56,Petrol,66753,"Lucknow, Uttar Pradesh",Chevrolet,Unknown,,,,327521,4.91,,,2025-07-02T11:51:40.846794,olx,Manual,Top,olx_000246,2018
7,sahivalue,250769,0.5,CNG,85234,"Kanpur, Uttar Pradesh",Jeep,Unknown,,,,,2.94,250769,,2025-07-02T11:51:40.846794,sahivalue,Automatic,VX,sahivalue_000247,2017
4,spinny,434507,0.51,Diesel,73984,"Nagpur, Maharashtra",Hyundai,i20,,,,,5.87,,434507,2025-07-02T11:51:40.846794,spinny,AMT,SX,spinny_000248,2020
5,olx,523420,0.49,Petrol,88484,"Nagpur, Maharashtra",Toyota,Innova,,,,523420,5.92,,,2025-07-02T11:51:40.846794,olx,Automatic,SX,olx_000249,2019
2,carwale,530329,0.59,Electric,36617,"Delhi, Delhi",Chevrolet,Unknown,,,530329,,14.48,,,2025-07-02T11:51:40.846794,carwale,Automatic,LX,carwale_000250,2022
0,carwale,1015090,1.0,CNG,782,"Hyderabad, Telangana",Honda,BR-V,,,1015090,,1298.07,,,2025-07-02T11:51:40.846794,carwale,CVT,SX,carwale_000251,2024
1,cardekho,664428,0.67,Petrol,16293,"Ahmedabad, Gujarat",Nissan,Unknown,664428,,,,40.78,,,2025-07-02T11:51:40.846794,cardekho,Manual,VX,cardekho_000252,2023
3,olx,511478,0.71,Electric,29424,"Kolkata, West Bengal",Ford,Unknown,,,,511478,17.38,,,2025-07-02T11:51:40.846794,olx,Manual,VX,olx_000253,2021
8,sahivalue,157331,0.51,Diesel,75873,"Kanpur, Uttar Pradesh",Maruti Suzuki,WagonR,,,,,2.07,157331,,2025-07-02T11:51:40.846794,sahivalue,Manual,Top,sahivalue_000254,2016
4,cardekho,488171,0.52,Hybrid,71073,"Bhopal, Madhya Pradesh",Mahindra,KUV100,488171,,,,6.87,,,2025-07-02T11:51:40.846794,cardekho,Manual,ZX,cardekho_000255,2020
1,cartrade,609829,0.78,Diesel,9954,"Visakhapatnam, Andhra Pradesh",Tata,Zest,,609829,,,61.26,,,2025-07-02T11:51:40.846794,cartrade,AMT,LX,cartrade_000256,2023
8,cartrade,246400,0.34,Diesel,151135,"Delhi, Delhi",Volkswagen,Unknown,,246400,,,1.63,,,2025-07-02T11:51:40.846794,cartrade,Manual,EX,cartrade_000257,2016
8,spinny,832961,0.37,Diesel,140209,"Jaipur, Rajasthan",Audi,Q7,,,,,5.94,,832961,2025-07-02T11:51:40.846794,spinny,Manual,SX,spinny_000258,2016
2,carwale,600859,0.56,Petrol,40861,"Kolkata, West Bengal",Jeep,Unknown,,,600859,,14.7,,,2025-07-02T11:51:40.846794,carwale,Manual,Base,carwale_000259,2022
2,carwale,594434,0.74,Petrol,19781,"Delhi, Delhi",MG,Unknown,,,594434,,30.05,,,2025-07-02T11:51:40.846794,carwale,AMT,VX,carwale_000260,2022
8,spinny,873517,0.41,Diesel,123291,"Pune, Maharashtra",Mercedes-Benz,GLA,,,,,7.09,,873517,2025-07-02T11:51:40.846794,spinny,Automatic,ZX,spinny_000261,2016
9,cardekho,187421,0.46,Petrol,93285,"Chennai, Tamil Nadu",MG,Unknown,187421,,,,2.01,,,2025-07-02T11:51:40.846794,cardekho,Manual,ZX,cardekho_000262,2015
4,carwale,451887,0.55,Diesel,65945,"Indore, Madhya Pradesh",Kia,Unknown,,,451887,,6.85,,,2025-07-02T11:51:40.846794,carwale,Manual,Base,carwale_000263,2020
3,olx,469769,0.63,Hybrid,41532,"Bangalore, Karnataka",Jeep,Unknown,,,,469769,11.31,,,2025-07-02T11:51:40.846794,olx,CVT,LX,olx_000264,2021
0,olx,729410,1.0,Hybrid,1661,"Bhopal, Madhya Pradesh",Hyundai,Santro,,,,729410,439.14,,,2025-07-02T11:51:40.846794,olx,Automatic,SX,olx_000265,2024
2,cartrade,610000,0.76,Hybrid,17709,"Pune, Maharashtra",MG,Unknown,,610000,,,34.45,,,2025-07-02T11:51:40.846794,cartrade,AMT,LX,cartrade_000266,2022
6,cartrade,318902,0.56,Diesel,67152,"Bhopal, Madhya Pradesh",Chevrolet,Unknown,,318902,,,4.75,,,2025-07-02T11:51:40.846794,cartrade,CVT,EX,cartrade_000267,2018
9,spinny,707822,0.33,Diesel,157313,"Jaipur, Rajasthan",Audi,Q7,,,,,4.5,,707822,2025-07-02T11:51:40.846794,spinny,Manual,EX,spinny_000268,2015
7,cartrade,256167,0.43,CNG,113224,"Delhi, Delhi",Hyundai,Elantra,,256167,,,2.26,,,2025-07-02T11:51:40.846794,cartrade,AMT,SX,cartrade_000269,2017
8,olx,217326,0.41,Electric,121224,"Jaipur, Rajasthan",Skoda,Unknown,,,,217326,1.79,,,2025-07-02T11:51:40.846794,olx,Automatic,SX,olx_000270,2016
1,spinny,792533,0.66,Hybrid,16613,"Indore, Madhya Pradesh",Honda,Amaze,,,,,47.71,,792533,2025-07-02T11:51:40.846794,spinny,Manual,Mid,spinny_000271,2023
1,carwale,718924,0.81,CNG,8677,"Kanpur, Uttar Pradesh",Nissan,Unknown,,,718924,,82.85,,,2025-07-02T11:51:40.846794,carwale,Manual,VX,carwale_000272,2023
1,spinny,548098,0.63,Electric,18386,"Hyderabad, Telangana",Maruti Suzuki,Vitara Brezza,,,,,29.81,,548098,2025-07-02T11:51:40.846794,spinny,Automatic,LX,spinny_000273,2023
8,sahivalue,617618,0.37,Diesel,140596,"Thane, Maharashtra",BMW,i8,,,,,4.39,617618,,2025-07-02T11:51:40.846794,sahivalue,Automatic,Base,sahivalue_000274,2016
8,sahivalue,221520,0.43,Petrol,112590,"Kolkata, West Bengal",Nissan,Unknown,,,,,1.97,221520,,2025-07-02T11:51:40.846794,sahivalue,CVT,VX,sahivalue_000275,2016
4,sahivalue,395636,0.54,Diesel,67723,"Ahmedabad, Gujarat",Nissan,Unknown,,,,,5.84,395636,,2025-07-02T11:51:40.846794,sahivalue,AMT,ZX,sahivalue_000276,2020
6,cartrade,319976,0.46,Electric,101591,"Mumbai, Maharashtra",Jeep,Unknown,,319976,,,3.15,,,2025-07-02T11:51:40.846794,cartrade,CVT,VX,cartrade_000277,2018
0,spinny,777748,1.0,Diesel,0,"Jaipur, Rajasthan",Nissan,Unknown,,,,,777748.0,,777748,2025-07-02T11:51:40.846794,spinny,AMT,VX,spinny_000278,2024
4,carwale,468674,0.58,CNG,57838,"Indore, Madhya Pradesh",Kia,Unknown,,,468674,,8.1,,,2025-07-02T11:51:40.846794,carwale,CVT,LX,carwale_000279,2020
7,olx,333535,0.43,Diesel,115316,"Nagpur, Maharashtra",Honda,WR-V,,,,333535,2.89,,,2025-07-02T11:51:40.846794,olx,AMT,Mid,olx_000280,2017
5,cartrade,252164,0.52,Diesel,78880,"Bangalore, Karnataka",Maruti Suzuki,WagonR,,252164,,,3.2,,,2025-07-02T11:51:40.846794,cartrade,AMT,Base,cartrade_000281,2019
7,cardekho,218125,0.44,CNG,108702,"Thane, Maharashtra",Tata,Nexon,218125,,,,2.01,,,2025-07-02T11:51:40.846794,cardekho,Manual,ZX,cardekho_000282,2017
6,sahivalue,1080221,0.52,Hybrid,81392,"Bhopal, Madhya Pradesh",Audi,A6,,,,,13.27,1080221,,2025-07-02T11:51:40.846794,sahivalue,AMT,Base,sahivalue_000283,2018
6,olx,261507,0.46,Hybrid,100377,"Kanpur, Uttar Pradesh",Tata,Tiago,,,,261507,2.61,,,2025-07-02T11:51:40.846794,olx,AMT,Top,olx_000284,2018
9,olx,186881,0.34,Diesel,150148,"Pune, Maharashtra",Ford,Unknown,,,,186881,1.24,,,2025-07-02T11:51:40.846794,olx,AMT,EX,olx_000285,2015
4,cartrade,429818,0.68,Electric,35826,"Chennai, Tamil Nadu",Nissan,Unknown,,429818,,,12.0,,,2025-07-02T11:51:40.846794,cartrade,AMT,VX,cartrade_000286,2020
1,sahivalue,2233813,0.87,CNG,5340,"Nagpur, Maharashtra",BMW,X1,,,,,418.32,2233813,,2025-07-02T11:51:40.846794,sahivalue,Automatic,EX,sahivalue_000287,2023
7,cardekho,419224,0.44,CNG,111973,"Jaipur, Rajasthan",Toyota,Urban Cruiser,419224,,,,3.74,,,2025-07-02T11:51:40.846794,cardekho,Manual,Base,cardekho_000288,2017
2,cartrade,506762,0.74,Electric,19798,"Hyderabad, Telangana",Tata,Tigor,,506762,,,25.6,,,2025-07-02T11:51:40.846794,cartrade,AMT,SX,cartrade_000289,2022
9,olx,225239,0.46,Hybrid,93542,"Jaipur, Rajasthan",Mahindra,KUV100,,,,225239,2.41,,,2025-07-02T11:51:40.846794,olx,Manual,VX,olx_000290,2015
4,spinny,333805,0.69,Diesel,34286,"Kanpur, Uttar Pradesh",Maruti Suzuki,Vitara Brezza,,,,,9.74,,333805,2025-07-02T11:51:40.846794,spinny,Automatic,VX,spinny_000291,2020
5,olx,384574,0.55,Petrol,70866,"Delhi, Delhi",Ford,Unknown,,,,384574,5.43,,,2025-07-02T11:51:40.846794,olx,CVT,VX,olx_000292,2019
5,sahivalue,320639,0.58,Petrol,62409,"Ahmedabad, Gujarat",Jeep,Unknown,,,,,5.14,320639,,2025-07-02T11:51:40.846794,sahivalue,AMT,VX,sahivalue_000293,2019
0,spinny,799308,1.0,Hybrid,856,"Ahmedabad, Gujarat",Chevrolet,Unknown,,,,,933.77,,799308,2025-07-02T11:51:40.846794,spinny,Manual,Top,spinny_000294,2024
8,cardekho,206081,0.46,CNG,100080,"Kolkata, West Bengal",Renault,Unknown,206081,,,,2.06,,,2025-07-02T11:51:40.846794,cardekho,CVT,LX,cardekho_000295,2016
5,sahivalue,273496,0.62,Electric,49494,"Hyderabad, Telangana",Maruti Suzuki,Dzire,,,,,5.53,273496,,2025-07-02T11:51:40.846794,sahivalue,CVT,VX,sahivalue_000296,2019
7,olx,255385,0.46,Petrol,102716,"Thane, Maharashtra",Jeep,Unknown,,,,255385,2.49,,,2025-07-02T11:51:40.846794,olx,CVT,LX,olx_000297,2017
7,spinny,271893,0.4,Hybrid,127210,"Kanpur, Uttar Pradesh",Nissan,Unknown,,,,,2.14,,271893,2025-07-02T11:51:40.846794,spinny,AMT,Mid,spinny_000298,2017
5,olx,337863,0.62,Electric,49928,"Mumbai, Maharashtra",Nissan,Unknown,,,,337863,6.77,,,2025-07-02T11:51:40.846794,olx,CVT,Base,olx_000299,2019
3,carwale,517518,0.56,CNG,53224,"Thane, Maharashtra",Mahindra,Thar,,,517518,,9.72,,,2025-07-02T11:51:40.846794,carwale,Automatic,LX,carwale_000300,2021
9,sahivalue,184240,0.33,Hybrid,155987,"Kanpur, Uttar Pradesh",Skoda,Unknown,,,,,1.18,184240,,2025-07-02T11:51:40.846794,sahivalue,Automatic,SX,sahivalue_000301,2015
1,cartrade,606632,0.75,Hybrid,11830,"Lucknow, Uttar Pradesh",Tata,Tigor,,606632,,,51.28,,,2025-07-02T11:51:40.846794,cartrade,CVT,LX,cartrade_000302,2023
5,cardekho,393756,0.6,Electric,57311,"Bhopal, Madhya Pradesh",Mahindra,Bolero,393756,,,,6.87,,,2025-07-02T11:51:40.846794,cardekho,Manual,VX,cardekho_000303,2019
2,spinny,627411,0.7,Petrol,24702,"Bangalore, Karnataka",MG,Unknown,,,,,25.4,,627411,2025-07-02T11:51:40.846794,spinny,Manual,SX,spinny_000304,2022
7,spinny,236656,0.37,Electric,139046,"Mumbai, Maharashtra",Nissan,Unknown,,,,,1.7,,236656,2025-07-02T11:51:40.846794,spinny,CVT,Base,spinny_000305,2017
6,cardekho,326198,0.51,Hybrid,85165,"Delhi, Delhi",Jeep,Unknown,326198,,,,3.83,,,2025-07-02T11:51:40.846794,cardekho,Manual,Top,cardekho_000306,2018
8,carwale,209701,0.44,Diesel,109208,"Jaipur, Rajasthan",Jeep,Unknown,,,209701,,1.92,,,2025-07-02T11:51:40.846794,carwale,Automatic,ZX,carwale_000307,2016
3,cartrade,550227,0.71,Hybrid,28022,"Kanpur, Uttar Pradesh",Kia,Unknown,,550227,,,19.64,,,2025-07-02T11:51:40.846794,cartrade,AMT,Base,cartrade_000308,2021
7,cardekho,259433,0.39,Petrol,130868,"Nagpur, Maharashtra",MG,Unknown,259433,,,,1.98,,,2025-07-02T11:51:40.846794,cardekho,Automatic,Top,cardekho_000309,2017
2,olx,775969,0.63,Electric,32540,"Mumbai, Maharashtra",Honda,Amaze,,,,775969,23.85,,,2025-07-02T11:51:40.846794,olx,AMT,ZX,olx_000310,2022
5,spinny,389320,0.47,Petrol,94084,"Lucknow, Uttar Pradesh",Jeep,Unknown,,,,,4.14,,389320,2025-07-02T11:51:40.846794,spinny,Manual,VX,spinny_000311,2019
8,cartrade,838629,0.34,Petrol,154697,"Delhi, Delhi",Audi,A3,,838629,,,5.42,,,2025-07-02T11:51:40.846794,cartrade,Manual,Top,cartrade_000312,2016
4,olx,382697,0.52,Electric,71440,"Ahmedabad, Gujarat",Renault,Unknown,,,,382697,5.36,,,2025-07-02T11:51:40.846794,olx,Automatic,Top,olx_000313,2020
3,spinny,1886299,0.64,Electric,40894,"Jaipur, Rajasthan",Audi,A4,,,,,46.13,,1886299,2025-07-02T11:51:40.846794,spinny,Manual,ZX,spinny_000314,2021
6,cartrade,1071530,0.44,Electric,106728,"Jaipur, Rajasthan",Mercedes-Benz,C-Class,,1071530,,,10.04,,,2025-07-02T11:51:40.846794,cartrade,CVT,LX,cartrade_000315,2018
3,spinny,1740671,0.74,Electric,23893,"Thane, Maharashtra",Audi,A6,,,,,72.85,,1740671,2025-07-02T11:51:40.846794,spinny,Automatic,EX,spinny_000316,2021
1,sahivalue,744571,0.82,Petrol,8120,"Lucknow, Uttar Pradesh",MG,Unknown,,,,,91.7,744571,,2025-07-02T11:51:40.846794,sahivalue,CVT,Top,sahivalue_000317,2023
5,carwale,377002,0.62,Diesel,49858,"Lucknow, Uttar Pradesh",Jeep,Unknown,,,377002,,7.56,,,2025-07-02T11:51:40.846794,carwale,CVT,SX,carwale_000318,2019
2,carwale,602724,0.61,Hybrid,35295,"Pune, Maharashtra",MG,Unknown,,,602724,,17.08,,,2025-07-02T11:51:40.846794,carwale,CVT,Base,carwale_000319,2022
4,spinny,449959,0.67,CNG,37228,"Kolkata, West Bengal",Skoda,Unknown,,,,,12.09,,449959,2025-07-02T11:51:40.846794,spinny,CVT,ZX,spinny_000320,2020
2,sahivalue,2139042,0.73,Electric,21688,"Mumbai, Maharashtra",Audi,A8,,,,,98.63,2139042,,2025-07-02T11:51:40.846794,sahivalue,Automatic,Base,sahivalue_000321,2022
8,olx,635945,0.51,CNG,75006,"Kanpur, Uttar Pradesh",BMW,X5,,,,635945,8.48,,,2025-07-02T11:51:40.846794,olx,AMT,SX,olx_000322,2016
7,carwale,261413,0.5,Electric,88366,"Pune, Maharashtra",Jeep,Unknown,,,261413,,2.96,,,2025-07-02T11:51:40.846794,carwale,AMT,LX,carwale_000323,2017
0,cartrade,2527125,1.0,Petrol,0,"Chennai, Tamil Nadu",Audi,Q5,,2527125,,,2527125.0,,,2025-07-02T11:51:40.846794,cartrade,CVT,Top,cartrade_000324,2024
5,carwale,350615,0.66,Petrol,40459,"Jaipur, Rajasthan",Renault,Unknown,,,350615,,8.67,,,2025-07-02T11:51:40.846794,carwale,Automatic,EX,carwale_000325,2019
2,sahivalue,667041,0.61,Hybrid,34895,"Lucknow, Uttar Pradesh",Mahindra,Scorpio,,,,,19.12,667041,,2025-07-02T11:51:40.846794,sahivalue,CVT,VX,sahivalue_000326,2022
1,sahivalue,695013,0.7,Diesel,14636,"Thane, Maharashtra",Renault,Unknown,,,,,47.49,695013,,2025-07-02T11:51:40.846794,sahivalue,Automatic,Mid,sahivalue_000327,2023
1,sahivalue,730339,0.8,CNG,8751,"Kanpur, Uttar Pradesh",Chevrolet,Unknown,,,,,83.46,730339,,2025-07-02T11:51:40.846794,sahivalue,Manual,Mid,sahivalue_000328,2023
6,olx,300597,0.61,CNG,51384,"Lucknow, Uttar Pradesh",Renault,Unknown,,,,300597,5.85,,,2025-07-02T11:51:40.846794,olx,CVT,LX,olx_000329,2018
5,carwale,327683,0.56,Petrol,66552,"Hyderabad, Telangana",Nissan,Unknown,,,327683,,4.92,,,2025-07-02T11:51:40.847797,carwale,CVT,Base,carwale_000330,2019
6,spinny,322507,0.54,Hybrid,74298,"Chennai, Tamil Nadu",Kia,Unknown,,,,,4.34,,322507,2025-07-02T11:51:40.847797,spinny,AMT,EX,spinny_000331,2018
7,cartrade,1051308,0.56,Electric,61744,"Bhopal, Madhya Pradesh",Mercedes-Benz,A-Class,,1051308,,,17.03,,,2025-07-02T11:51:40.847797,cartrade,Automatic,VX,cartrade_000332,2017
4,spinny,440452,0.51,Petrol,75093,"Jaipur, Rajasthan",Ford,Unknown,,,,,5.87,,440452,2025-07-02T11:51:40.847797,spinny,Manual,LX,spinny_000333,2020
0,spinny,741516,1.0,Electric,0,"Chennai, Tamil Nadu",Chevrolet,Unknown,,,,,741516.0,,741516,2025-07-02T11:51:40.847797,spinny,Manual,Base,spinny_000334,2024
0,spinny,799132,1.0,Electric,0,"Chennai, Tamil Nadu",Jeep,Unknown,,,,,799132.0,,799132,2025-07-02T11:51:40.847797,spinny,Automatic,Mid,spinny_000335,2024
2,cardekho,735077,0.61,Diesel,34797,"Nagpur, Maharashtra",Volkswagen,Unknown,735077,,,,21.12,,,2025-07-02T11:51:40.847797,cardekho,Manual,EX,cardekho_000336,2022
6,cardekho,295662,0.51,Electric,83355,"Kanpur, Uttar Pradesh",Jeep,Unknown,295662,,,,3.55,,,2025-07-02T11:51:40.847797,cardekho,Manual,ZX,cardekho_000337,2018
7,sahivalue,250305,0.57,Diesel,58988,"Visakhapatnam, Andhra Pradesh",Renault,Unknown,,,,,4.24,250305,,2025-07-02T11:51:40.847797,sahivalue,AMT,SX,sahivalue_000338,2017
8,spinny,162392,0.54,CNG,61693,"Bhopal, Madhya Pradesh",Maruti Suzuki,Alto,,,,,2.63,,162392,2025-07-02T11:51:40.847797,spinny,CVT,LX,spinny_000339,2016
3,cartrade,1993996,0.74,CNG,22936,"Kolkata, West Bengal",Mercedes-Benz,GLA,,1993996,,,86.94,,,2025-07-02T11:51:40.847797,cartrade,Manual,SX,cartrade_000340,2021
9,spinny,165814,0.35,Hybrid,147482,"Pune, Maharashtra",Tata,Tiago,,,,,1.12,,165814,2025-07-02T11:51:40.847797,spinny,AMT,EX,spinny_000341,2015
2,cardekho,705496,0.69,CNG,25811,"Bangalore, Karnataka",Mahindra,XUV300,705496,,,,27.33,,,2025-07-02T11:51:40.847797,cardekho,CVT,Mid,cardekho_000342,2022
8,spinny,725425,0.43,Hybrid,110976,"Delhi, Delhi",BMW,X1,,,,,6.54,,725425,2025-07-02T11:51:40.847797,spinny,Automatic,Mid,spinny_000343,2016
1,olx,825386,0.86,Electric,5807,"Chennai, Tamil Nadu",Honda,WR-V,,,,825386,142.14,,,2025-07-02T11:51:40.847797,olx,Manual,Mid,olx_000344,2023
8,olx,232996,0.5,CNG,78785,"Thane, Maharashtra",Renault,Unknown,,,,232996,2.96,,,2025-07-02T11:51:40.847797,olx,CVT,Base,olx_000345,2016
1,sahivalue,793007,0.66,CNG,17127,"Delhi, Delhi",Volkswagen,Unknown,,,,,46.3,793007,,2025-07-02T11:51:40.847797,sahivalue,Manual,Base,sahivalue_000346,2023
6,carwale,364966,0.6,Hybrid,54075,"Delhi, Delhi",Honda,CR-V,,,364966,,6.75,,,2025-07-02T11:51:40.847797,carwale,Manual,EX,carwale_000347,2018
8,spinny,148160,0.47,CNG,92794,"Kolkata, West Bengal",Maruti Suzuki,WagonR,,,,,1.6,,148160,2025-07-02T11:51:40.847797,spinny,CVT,SX,spinny_000348,2016
7,cartrade,299577,0.5,Electric,87560,"Delhi, Delhi",Kia,Unknown,,299577,,,3.42,,,2025-07-02T11:51:40.847797,cartrade,AMT,Mid,cartrade_000349,2017
2,olx,1828749,0.74,Diesel,20223,"Hyderabad, Telangana",BMW,X1,,,,1828749,90.43,,,2025-07-02T11:51:40.847797,olx,Automatic,Top,olx_000350,2022
8,sahivalue,208293,0.39,Hybrid,130507,"Jaipur, Rajasthan",Renault,Unknown,,,,,1.6,208293,,2025-07-02T11:51:40.847797,sahivalue,CVT,EX,sahivalue_000351,2016
5,cardekho,344877,0.5,Hybrid,85410,"Bangalore, Karnataka",Jeep,Unknown,344877,,,,4.04,,,2025-07-02T11:51:40.847797,cardekho,Automatic,Top,cardekho_000352,2019
8,cartrade,261207,0.36,Hybrid,143778,"Bhopal, Madhya Pradesh",Honda,City,,261207,,,1.82,,,2025-07-02T11:51:40.847797,cartrade,Manual,VX,cartrade_000353,2016
1,cardekho,649671,0.73,Hybrid,13173,"Bangalore, Karnataka",Ford,Unknown,649671,,,,49.32,,,2025-07-02T11:51:40.847797,cardekho,CVT,VX,cardekho_000354,2023
7,sahivalue,277159,0.55,Petrol,66946,"Jaipur, Rajasthan",Hyundai,Santro,,,,,4.14,277159,,2025-07-02T11:51:40.847797,sahivalue,Manual,Base,sahivalue_000355,2017
5,spinny,339051,0.58,Hybrid,61858,"Pune, Maharashtra",Jeep,Unknown,,,,,5.48,,339051,2025-07-02T11:51:40.847797,spinny,AMT,ZX,spinny_000356,2019
6,sahivalue,339558,0.47,Electric,96540,"Bangalore, Karnataka",Volkswagen,Unknown,,,,,3.52,339558,,2025-07-02T11:51:40.847797,sahivalue,CVT,SX,sahivalue_000357,2018
3,sahivalue,467890,0.75,Diesel,21463,"Visakhapatnam, Andhra Pradesh",Renault,Unknown,,,,,21.8,467890,,2025-07-02T11:51:40.847797,sahivalue,AMT,EX,sahivalue_000358,2021
0,carwale,2322348,1.0,Petrol,0,"Pune, Maharashtra",BMW,Z4,,,2322348,,2322348.0,,,2025-07-02T11:51:40.847797,carwale,Manual,ZX,carwale_000359,2024
6,spinny,272094,0.49,Electric,90438,"Hyderabad, Telangana",Skoda,Unknown,,,,,3.01,,272094,2025-07-02T11:51:40.847797,spinny,Manual,EX,spinny_000360,2018
0,sahivalue,1078798,1.0,CNG,0,"Jaipur, Rajasthan",Honda,CR-V,,,,,1078798.0,1078798,,2025-07-02T11:51:40.847797,sahivalue,CVT,ZX,sahivalue_000361,2024
5,carwale,330449,0.63,Hybrid,47243,"Kolkata, West Bengal",Hyundai,Tucson,,,330449,,6.99,,,2025-07-02T11:51:40.847797,carwale,Manual,ZX,carwale_000362,2019
5,carwale,381625,0.49,Petrol,86428,"Ahmedabad, Gujarat",Ford,Unknown,,,381625,,4.42,,,2025-07-02T11:51:40.847797,carwale,AMT,LX,carwale_000363,2019
2,carwale,559393,0.63,CNG,32096,"Chennai, Tamil Nadu",Jeep,Unknown,,,559393,,17.43,,,2025-07-02T11:51:40.847797,carwale,CVT,VX,carwale_000364,2022
9,carwale,173129,0.3,Hybrid,169730,"Bhopal, Madhya Pradesh",Hyundai,Verna,,,173129,,1.02,,,2025-07-02T11:51:40.847797,carwale,CVT,Base,carwale_000365,2015
2,cardekho,1913096,0.6,Electric,35825,"Delhi, Delhi",BMW,3 Series,1913096,,,,53.4,,,2025-07-02T11:51:40.847797,cardekho,Automatic,Base,cardekho_000366,2022
2,olx,584809,0.64,Petrol,31057,"Jaipur, Rajasthan",Nissan,Unknown,,,,584809,18.83,,,2025-07-02T11:51:40.847797,olx,Manual,EX,olx_000367,2022
1,carwale,858449,0.8,Electric,8757,"Kolkata, West Bengal",Honda,Jazz,,,858449,,98.03,,,2025-07-02T11:51:40.847797,carwale,Manual,EX,carwale_000368,2023
1,cartrade,653455,0.74,Petrol,12447,"Thane, Maharashtra",Tata,Nexon,,653455,,,52.5,,,2025-07-02T11:51:40.847797,cartrade,Manual,SX,cartrade_000369,2023
6,carwale,331544,0.58,CNG,60472,"Indore, Madhya Pradesh",MG,Unknown,,,331544,,5.48,,,2025-07-02T11:51:40.847797,carwale,AMT,VX,carwale_000370,2018
0,spinny,612395,1.0,CNG,0,"Thane, Maharashtra",Maruti Suzuki,Vitara Brezza,,,,,612395.0,,612395,2025-07-02T11:51:40.847797,spinny,CVT,ZX,spinny_000371,2024
